#YY  MM DD  WSPD WVHT ATMP  WTMP
#yr  mo dy  m/s     m degC  degC
2020 08 22  2.4  0.43 23.3  22.7
2020 08 22  2.2  0.42 23.4  22.7
2020 08 22  1.5  0.47 23.6  22.7
2020 08 22  1.2  0.40 23.8  22.7
2020 08 22  1.1  0.42 23.8  22.7
2020 08 22  0.9  0.43 23.9  22.7
2020 08 22  1.0  0.43 23.9  22.8
2020 08 22  1.1  0.44 24.0  22.9
2020 08 22  0.9  0.44 24.0  22.9
2020 08 22  1.9  0.40 23.6  22.9
2020 08 22  1.8  0.43 23.2  22.9
2020 08 22  1.5  0.39 23.3  23.0
2020 08 22  1.3  0.47 23.4  22.9
2020 08 22  1.4  0.41 23.4  22.9
2020 08 22  0.9  0.37 23.5  22.9
2020 08 22  1.2  0.40 23.4  22.8
2020 08 22  1.8  0.41 23.1  22.8
2020 08 22  2.3  0.40 23.0  22.7
2020 08 23  2.4  0.39 23.1  22.7
2020 08 23  2.1  0.39 23.2  22.7
2020 08 23  2.2  0.36 23.2  22.7
2020 08 23  2.4  0.40 23.0  22.7
2020 08 23  2.3  0.41 23.0  22.7
2020 08 23  2.4  0.39 23.0  22.7
2020 08 23  2.4  0.36 23.1  22.7
2020 08 23  2.6  0.37 23.2  22.7
2020 08 23  2.4  0.38 23.2  22.7
2020 08 23  2.4  0.37 23.1  22.8
2020 08 23  2.2  0.38 23.1  22.8
2020 08 23  2.3  0.38 23.0  22.8
2020 08 23  2.4  0.36 22.9  22.9
2020 08 23  2.4  0.34 22.9  22.8
2020 08 23  2.5  0.35 23.0  22.8
2020 08 23  2.4  0.32 22.9  22.6
2020 08 23  2.4  0.32 23.0  22.4
2020 08 23  2.3  0.32 23.0  22.2
2020 08 23  2.6  0.33 23.0  22.2
2020 08 23  2.5  0.30 23.1  22.3
2020 08 23  2.5  0.36 23.1  22.4
2020 08 23  2.4  0.36 23.1  22.4
2020 08 23  2.6  0.34 23.0  22.4
2020 08 23  2.8  0.32 23.1  22.4
2020 08 23  2.8  0.33 23.1  22.4
2020 08 23  2.7  0.31 22.9  22.4
2020 08 23  2.8  0.33 22.9  22.4
2020 08 23  2.7  0.32 22.9  22.4
2020 08 23  2.9  0.33 23.0  22.4
2020 08 23  2.7  0.32 23.1  22.4
2020 08 23  2.8  0.34 23.2  22.1
2020 08 23  2.5  0.34 23.2  22.4
2020 08 23  2.4  0.35 23.2  22.3
2020 08 23  2.4  0.35 23.1  22.4
2020 08 23  2.4  0.33 23.2  22.4
2020 08 23  2.5  0.33 23.1  22.3
2020 08 23  2.5  0.35 23.2  22.3
2020 08 23  2.4  0.34 23.1  22.0
2020 08 23  2.3  0.35 23.1  22.2
2020 08 23  1.9  0.32 23.1  21.9
2020 08 23  1.8  0.33 23.0  21.7
2020 08 23  1.6  0.36 23.0  21.1
2020 08 23  1.6  0.36 22.7  21.4
2020 08 23  2.0  0.36 22.5  20.8
2020 08 23  1.7  0.37 22.6  20.9
2020 08 23  1.5  0.40 22.7  20.6
2020 08 23  1.8  0.37 22.6  20.3
2020 08 23  2.3  0.38 22.5  20.1
2020 08 23  2.3  0.39 22.5  21.5
2020 08 23  2.2  0.36 22.4  21.2
2020 08 23  2.2  0.35 22.4  21.5
2020 08 23  2.1  0.35 22.4  21.8
2020 08 23  2.2  0.35 22.5  21.6
2020 08 23  2.8  0.35 22.4  21.8
2020 08 23  3.0  0.35 22.4  21.8
2020 08 23  3.3  0.33 22.4  21.9
2020 08 23  3.3  0.35 22.4  22.1
2020 08 23  3.2  0.32 22.4  22.2
2020 08 23  2.9  0.32 22.4  22.2
2020 08 23  3.1  0.35 22.4  22.3
2020 08 23  2.8  0.35 22.4  22.3
2020 08 23  3.0  0.33 22.4  22.4
2020 08 23  2.7  0.33 20.9  22.4
2020 08 23  2.8  0.30 22.4  22.4
2020 08 23  2.9  0.30 22.3  22.4
2020 08 23  2.7  0.29 22.3  22.4
2020 08 23  2.8  0.31 22.3  22.4
2020 08 23  3.2  0.29 22.4  22.4
2020 08 23  3.1  0.26 22.4  22.4
2020 08 23  3.1  0.27 22.2  22.4
2020 08 23  3.2  0.27 22.3  22.4
2020 08 23  3.7  0.28 22.2  22.4
2020 08 23  3.8  0.28 22.3  22.4
2020 08 23  3.5  0.30 22.4  22.4
2020 08 23  3.5  0.27 22.3  22.4
2020 08 23  3.8  0.31 22.3  22.4
2020 08 23  4.0  0.29 22.3  22.4
2020 08 23  4.2  0.31 22.3  22.4
2020 08 23  3.9  0.30 22.3  22.4
2020 08 23  3.7  0.31 22.3  22.4
2020 08 23  4.1  0.35 22.2  22.4
2020 08 23  4.5  0.34 22.3  22.4
2020 08 23  4.5  0.34 22.3  22.4
2020 08 23  4.7  0.34 22.2  22.4
2020 08 23  4.6  0.36 22.3  22.3
2020 08 23  4.5  0.36 22.4  22.3
2020 08 23  4.0  0.34 22.4  22.3
2020 08 23  3.8  0.36 22.5  22.2
2020 08 23  4.0  0.36 22.4  22.1
2020 08 23  4.1  0.33 22.5  22.1
2020 08 23  4.7  0.36 22.4  22.1
2020 08 23  5.0  0.40 22.5  22.1
2020 08 23  4.8  0.40 22.4  21.9
2020 08 23  4.7  0.40 22.5  21.8
2020 08 23  4.3  0.39 22.5  21.9
2020 08 23  4.0  0.38 22.5  21.9
2020 08 23  3.8  0.37 22.6  21.9
2020 08 23  3.7  0.37 22.7  21.9
2020 08 23  3.9  0.43 22.7  21.9
2020 08 23  3.4  0.43 22.8  22.0
2020 08 23  3.3  0.44 22.6  22.0
2020 08 23  3.5  0.44 22.7  22.0
2020 08 23  3.3  0.44 22.8  22.1
2020 08 23  3.4  0.44 22.7  22.1
2020 08 23  3.6  0.50 22.8  22.2
2020 08 23  3.7  0.48 22.8  22.2
2020 08 23  3.8  0.53 22.8  22.2
2020 08 23  3.5  0.52 22.8  22.3
2020 08 23  3.6  0.54 22.8  22.3
2020 08 23  3.7  0.53 22.9  22.3
2020 08 23  3.9  0.48 23.0  22.3
2020 08 23  3.8  0.49 23.0  22.4
2020 08 23  3.6  0.43 23.1  22.4
2020 08 23  3.4  0.47 23.0  22.4
2020 08 23  3.7  0.47 23.1  22.5
2020 08 23  3.9  0.46 23.0  22.5
2020 08 23  4.0  0.46 23.0  22.5
2020 08 23  3.9  0.46 23.0  22.5
2020 08 23  3.5  0.47 23.0  22.5
2020 08 23  3.4  0.45 23.1  22.6
2020 08 23  3.1  0.48 23.2  22.6
2020 08 23  3.1  0.41 23.3  22.6
2020 08 23  2.8  0.43 23.3  22.7
2020 08 23  2.3  0.40 23.3  22.7
2020 08 23  1.7  0.40 23.4  22.7
2020 08 23  1.4  0.42 23.4  22.7
2020 08 23  1.6  0.42 23.6  22.7
2020 08 23  1.8  0.43 23.6  22.7
2020 08 23  2.1  0.40 23.4  22.8
2020 08 23  2.1  0.41 23.4  22.8
2020 08 23  1.8  0.41 23.5  22.8
2020 08 23  1.8  0.40 23.6  22.7
2020 08 23  2.0  0.40 23.6  22.8
2020 08 23  2.2  0.38 23.5  22.9
2020 08 23  2.3  0.38 23.6  22.8
2020 08 23  2.2  0.40 23.7  22.7
2020 08 23  2.0  0.40 23.7  22.7
2020 08 23  2.1  0.40 23.7  22.8
2020 08 23  2.1  0.37 23.6  22.7
2020 08 23  2.0  0.35 23.6  22.7
2020 08 23  1.8  0.35 23.8  22.7
2020 08 23  1.7  0.42 23.9  22.7
2020 08 23  1.7  0.40 23.9  22.7
2020 08 23  2.0  0.40 24.0  22.8
2020 08 24  1.8  0.40 24.0  22.9
2020 08 24  1.8  0.42 24.0  22.8
2020 08 24  1.9  0.40 23.9  22.8
2020 08 24  2.1  0.33 23.9  22.8
2020 08 24  2.1  0.29 24.0  22.8
2020 08 24  1.8  0.29 23.9  22.9
2020 08 24  1.9  0.29 23.9  22.9
2020 08 24  1.9  0.31 23.8  22.9
2020 08 24  2.0  0.29 23.8  22.9
2020 08 24  2.0  0.28 23.8  23.1
2020 08 24  1.8  0.29 23.8  23.0
2020 08 24  2.2  0.29 23.8  23.0
2020 08 24  2.5  0.29 23.6  23.0
2020 08 24  2.8  0.26 23.8  23.0
2020 08 24  3.1  0.28 24.0  22.9
2020 08 24  3.2  0.28 24.1  22.9
2020 08 24  3.1  0.31 24.1  23.0
2020 08 24  3.4  0.30 24.0  23.0
2020 08 24  3.4  0.28 23.9  23.0
2020 08 24  3.6  0.27 23.9  23.0
2020 08 24  3.8  0.26 24.0  23.0
2020 08 24  3.7  0.26 23.8  23.0
2020 08 24  3.5  0.28 23.6  23.0
2020 08 24  3.5  0.28 23.5  23.0
2020 08 24  3.4  0.26 23.6  23.0
2020 08 24  3.3  0.26 23.4  23.0
2020 08 24  3.3  0.26 23.4  23.0
2020 08 24  3.0  0.25 23.4  23.0
2020 08 24  2.9  0.25 23.4  23.0
2020 08 24  2.8  0.22 23.4  23.0
2020 08 24  2.8  0.22 23.4  23.0
2020 08 24  3.2  0.22 23.5  23.0
2020 08 24  2.9  0.22 23.5  23.0
2020 08 24  2.6  0.23 23.6  23.0
2020 08 24  2.7  0.21 23.5  23.0
2020 08 24  3.0  0.21 23.6  23.1
2020 08 24  3.0  0.21 23.5  23.1
2020 08 24  3.1  0.21 23.5  23.0
2020 08 24  3.2  0.21 23.5  23.0
2020 08 24  3.7  0.21 23.6  23.0
2020 08 24  4.0  0.22 23.6  23.0
2020 08 24  3.5  0.22 23.5  23.0
2020 08 24  3.6  0.24 23.5  23.0
2020 08 24  4.0  0.27 23.5  23.0
2020 08 24  4.3  0.28 23.4  22.9
2020 08 24  3.8  0.31 23.4  22.9
2020 08 24  4.0  0.32 23.5  22.9
2020 08 24  3.8  0.34 23.4  22.9
2020 08 24  4.2  0.35 23.5  22.9
2020 08 24  3.9  0.34 23.3  22.9
2020 08 24  4.1  0.37 23.4  22.9
2020 08 24  4.5  0.36 23.4  22.9
2020 08 24  4.3  0.36 23.2  22.9
2020 08 24  4.4  0.42 23.1  22.8
2020 08 24  4.4  0.44 23.1  22.8
2020 08 24  4.3  0.45 23.1  22.8
2020 08 24  4.3  0.42 23.1  22.8
2020 08 24  4.1  0.41 23.0  22.8
2020 08 24  4.0  0.43 23.0  22.8
2020 08 24  3.7  0.40 23.0  22.8
2020 08 24  3.3  0.40 22.9  22.8
2020 08 24  3.8  0.40 22.9  22.8
2020 08 24  3.3  0.40 21.5  22.8
2020 08 24  3.1  0.38 23.0  22.8
2020 08 24  3.0  0.39 23.0  22.8
2020 08 24  2.9  0.41 22.9  22.7
2020 08 24  3.0  0.37 22.9  22.7
2020 08 24  3.5  0.37 22.9  22.7
2020 08 24  3.9  0.38 22.9  22.7
2020 08 24  4.0  0.38 22.9  22.8
2020 08 24  4.2  0.38 22.8  22.8
2020 08 24  4.1  0.37 22.9  22.8
2020 08 24  3.9  0.37 23.0  22.8
2020 08 24  3.8  0.37 23.0  22.8
2020 08 24  4.0  0.39 23.1  22.7
2020 08 24  3.6  0.37 23.1  22.8
2020 08 24  4.0  0.38 23.0  22.8
2020 08 24  4.0  0.42 23.0  22.8
2020 08 24  3.6  0.38 23.1  22.8
2020 08 24  3.4  0.38 23.2  22.8
2020 08 24  3.0  0.37 23.2  22.8
2020 08 24  3.0  0.38 23.2  22.8
2020 08 24  2.9  0.37 23.3  22.8
2020 08 24  3.3  0.37 23.2  22.8
2020 08 24  2.9  0.38 23.3  22.8
2020 08 24  2.9  0.33 23.4  22.8
2020 08 24  2.8  0.35 23.5  22.8
2020 08 24  2.6  0.34 23.5  22.8
2020 08 24  2.9  0.34 23.3  22.8
2020 08 24  3.3  0.35 23.2  22.8
2020 08 24  3.6  0.35 23.2  22.8
2020 08 24  4.2  0.34 23.1  22.9
2020 08 24  4.0  0.36 23.1  22.9
2020 08 24  4.5  0.36 23.2  22.9
2020 08 24  4.6  0.35 23.2  22.9
2020 08 24  4.2  0.37 23.3  22.9
2020 08 24  4.2  0.37 23.3  22.9
2020 08 24  4.5  0.39 23.4  23.0
2020 08 24  4.3  0.37 23.4  23.0
2020 08 24  3.9  0.39 23.5  23.0
2020 08 24  4.1  0.41 23.5  23.0
2020 08 24  3.9  0.37 23.5  23.1
2020 08 24  3.7  0.38 23.5  23.1
2020 08 24  3.8  0.38 23.5  23.1
2020 08 24  3.7  0.38 23.5  23.2
2020 08 24  3.5  0.35 23.5  23.2
2020 08 24  3.7  0.40 23.5  23.2
2020 08 24  3.9  0.37 23.5  23.3
2020 08 24  3.9  0.37 23.5  23.3
2020 08 24  3.6  0.38 23.6  23.3
2020 08 24  3.6  0.36 23.6  23.4
2020 08 24  3.8  0.35 23.6  23.4
2020 08 24  3.8  0.38 23.6  23.4
2020 08 24  3.9  0.38 23.6  23.4
2020 08 24  4.0  0.36 23.6  23.5
2020 08 24  3.9  0.37 23.7  23.5
2020 08 24  3.7  0.38 23.7  23.5
2020 08 24  4.1  0.37 23.8  23.5
2020 08 24  3.7  0.37 23.8  23.5
2020 08 24  3.7  0.39 23.8  23.5
2020 08 24  3.5  0.37 23.8  23.5
2020 08 24  3.5  0.38 23.9  23.5
2020 08 24  2.9  0.37 23.9  23.5
2020 08 24  2.9  0.34 23.8  23.5
2020 08 24  2.9  0.34 23.9  23.5
2020 08 24  3.1  0.35 23.9  23.5
2020 08 24  3.5  0.34 23.8  23.5
2020 08 24  3.8  0.33 23.8  23.5
2020 08 24  3.6  0.33 23.8  23.5
2020 08 24  2.8  0.35 23.9  23.6
2020 08 24  1.8  0.31 23.9  23.6
2020 08 24  1.9  0.32 23.9  23.4
2020 08 24  1.8  0.32 24.0  23.4
2020 08 24  1.5  0.32 24.0  23.4
2020 08 24  1.2  0.32 24.1  23.4
2020 08 24  1.0  0.31 24.2  23.4
2020 08 24  1.2  0.34 24.1  23.5
2020 08 24  1.7  0.34 24.1  23.5
2020 08 24  1.9  0.33 24.0  23.5
2020 08 24  1.8  0.33 24.0  23.5
2020 08 24  1.8  0.33 24.0  23.5
2020 08 24  2.0  0.33 23.9  23.5
2020 08 24  2.1  0.31 23.9  23.5
2020 08 24  2.2  0.31 23.9  23.5
2020 08 25  2.2  0.31 23.9  23.4
2020 08 25  2.4  0.29 23.9  23.4
2020 08 25  2.4  0.30 24.0  23.4
2020 08 25  2.3  0.30 24.0  23.4
2020 08 25  1.9  0.30 23.9  23.4
2020 08 25  1.7  0.29 23.9  23.3
2020 08 25  1.9  0.30 23.9  23.3
2020 08 25  1.9  0.29 23.9  23.3
2020 08 25  2.1  0.27 23.8  23.3
2020 08 25  2.3  0.29 23.9  23.3
2020 08 25  2.3  0.29 23.9  23.3
2020 08 25  2.4  0.26 23.9  23.3
2020 08 25  2.2  0.26 24.0  23.3
2020 08 25  2.2  0.25 24.0  23.3
2020 08 25  2.3  0.25 24.0  23.2
2020 08 25  2.3  0.25 24.1  23.3
2020 08 25  3.4  0.24 24.4  23.3
2020 08 25  3.0  0.25 24.3  23.4
2020 08 25  3.1  0.24 24.3  23.4
2020 08 25  3.2  0.24 24.5  23.4
2020 08 25  3.1  0.26 24.5  23.4
2020 08 25  3.2  0.26 24.5  23.4
2020 08 25  3.4  0.26 24.4  23.4
2020 08 25  3.1  0.26 24.3  23.4
2020 08 25  2.5  0.26 24.3  23.3
2020 08 25  2.4  0.24 24.2  23.3
2020 08 25  2.4  0.25 24.2  23.3
2020 08 25  2.5  0.26 24.2  23.3
2020 08 25  3.0  0.26 24.3  23.4
2020 08 25  3.5  0.24 24.3  23.4
2020 08 25  3.4  0.25 24.3  23.3
2020 08 25  3.0  0.27 24.5  23.3
2020 08 25  3.0  0.26 24.7  23.3
2020 08 25  2.7  0.26 24.5  23.3
2020 08 25  3.0  0.26 24.3  23.3
2020 08 25  3.1  0.26 24.3  23.3
2020 08 25  3.1  0.26 24.4  23.3
2020 08 25  3.1  0.25 24.4  23.3
2020 08 25  2.4  0.27 24.3  23.3
2020 08 25  2.3  0.25 24.3  23.3
2020 08 25  2.7  0.26 24.2  23.3
2020 08 25  3.6  0.25 24.4  23.2
2020 08 25  3.4  0.24 24.4  23.3
2020 08 25  3.3  0.24 24.5  23.3
2020 08 25  3.4  0.24 24.4  23.3
2020 08 25  3.6  0.24 24.2  23.3
2020 08 25  3.9  0.26 24.1  23.3
2020 08 25  3.8  0.26 24.0  23.2
2020 08 25  3.3  0.27 24.0  23.3
2020 08 25  3.9  0.28 23.9  23.3
2020 08 25  3.8  0.26 23.8  23.3
2020 08 25  4.2  0.26 23.7  23.3
2020 08 25  4.8  0.27 23.7  23.3
2020 08 25  5.8  0.30 23.7  23.2
2020 08 25  5.8  0.33 23.6  23.2
2020 08 25  4.4  0.33 21.9  23.2
2020 08 25  4.8  0.35 23.5  23.2
2020 08 25  5.0  0.38 23.5  23.2
2020 08 25  5.5  0.37 23.4  23.2
2020 08 25  5.5  0.38 23.4  23.2
2020 08 25  4.9  0.38 23.4  23.2
2020 08 25  5.3  0.38 23.3  23.2
2020 08 25  6.1  0.41 23.4  23.1
2020 08 25  6.1  0.44 23.4  23.1
2020 08 25  6.1  0.45 23.4  23.1
2020 08 25  4.2  0.45 23.4  23.1
2020 08 25  4.8  0.47 23.3  23.1
2020 08 25  4.2  0.50 23.3  23.1
2020 08 25  4.7  0.51 23.3  23.1
2020 08 25  6.0  0.48 23.2  23.1
2020 08 25  5.2  0.55 23.2  23.1
2020 08 25  5.2  0.55 23.2  23.1
2020 08 25  5.5  0.63 23.2  23.2
2020 08 25  5.4  0.60 23.2  23.2
2020 08 25  5.5  0.61 23.1  23.2
2020 08 25  5.6  0.61 23.1  23.2
2020 08 25  5.4  0.58 23.1  23.2
2020 08 25  4.6  0.56 23.1  23.2
2020 08 25  4.2  0.59 23.2  23.2
2020 08 25  4.4  0.57 23.2  23.2
2020 08 25  3.4  0.56 23.2  23.2
2020 08 25  3.0  0.57 23.2  23.2
2020 08 25  3.5  0.55 23.2  23.2
2020 08 25  3.8  0.49 23.3  23.2
2020 08 25  3.0  0.50 23.3  23.2
2020 08 25  3.0  0.51 23.3  23.2
2020 08 25  4.5  0.51 23.2  23.1
2020 08 25  5.3  0.49 23.1  23.1
2020 08 25  5.5  0.46 23.1  23.1
2020 08 25  4.7  0.45 23.1  23.1
2020 08 25  2.3  0.49 22.7  23.1
2020 08 25  3.6  0.44 22.3  23.1
2020 08 25  5.9  0.51 22.1  23.2
2020 08 25  3.1  0.48 22.3  23.2
2020 08 25  2.2  0.49 22.4  23.2
2020 08 25  1.0  0.48 22.3  23.2
2020 08 25  2.4  0.39 22.3  23.7
2020 08 25  2.5  0.37 22.3  23.7
2020 08 25  2.0  0.33 21.9  23.7
2020 08 25  2.4  0.33 21.9  23.7
2020 08 25  2.9  0.34 21.9  23.7
2020 08 25  3.1  0.33 21.8  23.7
2020 08 25  3.4  0.39 21.8  23.7
2020 08 25  2.7  0.35 22.0  23.8
2020 08 25  2.5  0.31 22.1  23.8
2020 08 25  2.0  0.28 22.2  23.8
2020 08 25  1.7  0.27 22.3  23.8
2020 08 25  2.1  0.31 22.4  23.8
2020 08 25  1.6  0.27 22.5  23.7
2020 08 25  0.9  0.27 22.7  23.7
2020 08 25  1.4  0.27 22.6  23.7
2020 08 25  2.0  0.24 22.5  23.7
2020 08 25  2.1  0.24 22.5  23.7
2020 08 25  1.6  0.23 22.6  23.5
2020 08 25  1.3  0.24 22.7  23.5
2020 08 25  1.7  0.23 22.7  23.6
2020 08 25  1.6  0.24 22.8  23.6
2020 08 25  1.5  0.20 22.9  23.7
2020 08 25  1.6  0.23 22.9  23.6
2020 08 25  1.8  0.23 23.0  23.7
2020 08 25  1.8  0.23 23.0  23.7
2020 08 25  1.8  0.21 23.0  23.6
2020 08 25  2.2  0.22 23.0  23.6
2020 08 25  2.7  0.20 23.0  23.5
2020 08 25  3.2  0.21 23.0  23.5
2020 08 25  2.2  0.17 23.3  23.5
2020 08 25  1.8  0.16 23.3  23.6
2020 08 25  1.7  0.15 23.2  23.5
2020 08 25  1.7  0.15 23.2  23.4
2020 08 25  1.4  0.16 23.2  23.4
2020 08 26  1.7  0.16 23.2  23.5
2020 08 26  1.5  0.14 23.2  23.4
2020 08 26  1.1  0.14 23.2  23.4
2020 08 26  1.2  0.13 23.2  23.4
2020 08 26  0.6  0.15 23.1  23.4
2020 08 26  0.3  0.12 23.1  23.4
2020 08 26  0.3  0.13 23.0  23.4
2020 08 26  0.5  0.12 23.0  23.4
2020 08 26  1.1  0.12 23.0  23.4
2020 08 26  1.1  0.12 22.9  23.3
2020 08 26  1.2  0.12 22.9  23.3
2020 08 26  1.5  0.12 23.0  23.3
2020 08 26  1.4  0.13 23.0  23.3
2020 08 26  0.9  0.12 23.0  23.3
2020 08 26  1.2  0.13 23.0  23.3
2020 08 26  1.6  0.13 23.0  23.3
2020 08 26  2.0  0.11 23.1  23.3
2020 08 26  2.4  0.10 23.1  23.3
2020 08 26  2.7  0.09 23.1  23.3
2020 08 26  2.8  0.09 23.1  23.3
2020 08 26  2.7  0.09 23.2  23.3
2020 08 26  2.8  0.09 23.2  23.3
2020 08 26  2.7  0.09 23.2  23.4
2020 08 26  2.5  0.10 23.2  23.4
2020 08 26  2.8  0.11 23.2  23.4
2020 08 26  3.2  0.10 23.2  23.4
2020 08 26  3.6  0.09 23.2  23.4
2020 08 26  3.6  0.10 23.2  23.4
2020 08 26  3.8  0.11 23.1  23.4
2020 08 26  4.1  0.14 23.1  23.4
2020 08 26  4.1  0.16 23.1  23.4
2020 08 26  3.9  0.16 23.1  23.4
2020 08 26  4.5  0.18 23.2  23.4
2020 08 26  4.5  0.22 23.3  23.3
2020 08 26  4.8  0.23 23.3  23.3
2020 08 26  4.6  0.25 23.2  23.3
2020 08 26  4.1  0.33 23.2  23.3
2020 08 26  4.1  0.31 23.2  23.3
2020 08 26  4.4  0.33 23.1  23.3
2020 08 26  4.7  0.30 23.1  23.3
2020 08 26  4.4  0.31 23.1  23.3
2020 08 26  4.7  0.31 23.0  23.3
2020 08 26  4.1  0.30 23.0  23.3
2020 08 26  4.2  0.31 22.9  23.3
2020 08 26  4.5  0.32 22.9  23.3
2020 08 26  4.1  0.30 22.9  23.3
2020 08 26  4.6  0.32 22.9  23.3
2020 08 26  4.7  0.33 23.0  23.3
2020 08 26  5.1  0.34 23.0  23.3
2020 08 26  5.3  0.36 23.1  23.3
2020 08 26  5.3  0.37 23.1  23.3
2020 08 26  5.1  0.37 23.1  23.3
2020 08 26  4.7  0.36 23.2  23.3
2020 08 26  4.5  0.36 23.3  23.3
2020 08 26  4.7  0.38 23.4  23.3
2020 08 26  5.1  0.40 23.6  23.3
2020 08 26  5.3  0.41 23.6  23.3
2020 08 26  5.9  0.44 23.7  23.3
2020 08 26  5.9  0.50 23.7  23.3
2020 08 26  5.4  0.49 23.6  23.3
2020 08 26  5.1  0.50 23.6  23.3
2020 08 26  5.4  0.51 23.6  23.3
2020 08 26  5.2  0.51 22.0  23.3
2020 08 26  5.6  0.53 23.6  23.3
2020 08 26  5.4  0.57 23.6  23.3
2020 08 26  5.3  0.53 23.6  23.2
2020 08 26  5.1  0.60 23.5  23.2
2020 08 26  5.0  0.57 23.5  23.2
2020 08 26  5.3  0.57 23.6  23.2
2020 08 26  5.2  0.54 23.7  23.2
2020 08 26  5.0  0.51 23.7  23.2
2020 08 26  4.5  0.56 23.7  23.2
2020 08 26  4.5  0.56 23.7  23.2
2020 08 26  4.1  0.53 23.6  23.2
2020 08 26  4.0  0.55 23.6  23.2
2020 08 26  3.1  0.51 23.5  23.2
2020 08 26  3.3  0.52 23.5  23.1
2020 08 26  4.3  0.50 23.5  23.1
2020 08 26  4.7  0.51 23.4  23.1
2020 08 26  5.2  0.48 23.5  23.1
2020 08 26  5.4  0.50 23.5  23.1
2020 08 26  5.1  0.50 23.5  23.1
2020 08 26  5.3  0.48 23.6  23.1
2020 08 26  5.9  0.48 23.8  23.1
2020 08 26  5.5  0.46 23.6  23.1
2020 08 26  4.6  0.65 23.6  23.0
2020 08 26  4.2  0.59 23.6  23.0
2020 08 26  4.9  0.58 24.1  23.0
2020 08 26  3.9  0.56 24.4  23.0
2020 08 26  3.7  0.47 24.3  23.0
2020 08 26  2.9  0.46 24.2  23.0
2020 08 26  2.7  0.46 24.2  23.0
2020 08 26  3.0  0.47 24.4  23.0
2020 08 26  3.0  0.47 24.3  23.1
2020 08 26  2.9  0.45 24.3  23.1
2020 08 26  2.9  0.43 24.4  23.1
2020 08 26  3.8  0.45 24.3  23.1
2020 08 26  4.0  0.40 24.3  23.2
2020 08 26  3.6  0.39 24.2  23.2
2020 08 26  3.3  0.41 24.1  23.2
2020 08 26  3.7  0.44 24.2  23.2
2020 08 26  4.2  0.44 24.2  23.2
2020 08 26  4.8  0.48 24.2  23.3
2020 08 26  6.0  0.41 24.0  23.3
2020 08 26  5.9  0.43 24.0  23.3
2020 08 26  5.8  0.44 23.9  23.3
2020 08 26  5.7  0.42 24.0  23.3
2020 08 26  5.8  0.40 24.1  23.3
2020 08 26  6.0  0.45 24.2  23.4
2020 08 26  5.1  0.41 24.2  23.3
2020 08 26  4.9  0.42 24.3  23.4
2020 08 26  4.4  0.43 23.9  23.4
2020 08 26  4.9  0.41 23.9  23.4
2020 08 26  5.1  0.47 24.0  23.4
2020 08 26  4.7  0.42 23.9  23.4
2020 08 26  4.6  0.46 24.3  23.4
2020 08 26  4.5  0.42 24.4  23.5
2020 08 26  4.4  0.48 24.5  23.5
2020 08 26  4.3  0.56 24.4  23.5
2020 08 26  5.0  0.56 24.6  23.5
2020 08 26  4.9  0.61 24.5  23.5
2020 08 26  4.7  0.56 24.4  23.5
2020 08 26  4.7  0.58 24.3  23.5
2020 08 26  4.5  0.60 24.3  23.5
2020 08 26  4.7  0.57 24.5  23.5
2020 08 26  5.3  0.54 24.7  23.6
2020 08 26  5.6  0.54 24.9  23.6
2020 08 26  5.6  0.55 25.0  23.5
2020 08 26  5.8  0.54 25.0  23.5
2020 08 26  5.6  0.54 25.0  23.5
2020 08 26  5.3  0.58 25.1  23.5
2020 08 26  5.2  0.57 25.2  23.5
2020 08 26  5.1  0.53 25.2  23.5
2020 08 26  5.2  0.50 25.3  23.5
2020 08 26  5.4  0.50 25.2  23.5
2020 08 26  5.3  0.53 25.4  23.5
2020 08 26  5.0  0.51 25.4  23.5
2020 08 26  4.8  0.52 25.3  23.5
2020 08 26  4.4  0.50 25.0  23.5
2020 08 26  4.4  0.46 24.6  23.5
2020 08 27  4.8  0.46 24.6  23.5
2020 08 27  5.0  0.50 24.7  23.5
2020 08 27  5.6  0.47 25.0  23.5
2020 08 27  5.7  0.47 25.0  23.5
2020 08 27  5.5  0.46 25.0  23.5
2020 08 27  5.6  0.45 24.9  23.5
2020 08 27  5.6  0.48 24.9  23.5
2020 08 27  5.6  0.50 24.9  23.5
2020 08 27  5.8  0.46 24.9  23.5
2020 08 27  5.9  0.51 24.9  23.5
2020 08 27  6.4  0.51 24.9  23.5
2020 08 27  6.5  0.50 25.0  23.5
2020 08 27  6.7  0.62 25.1  23.4
2020 08 27  6.8  0.63 25.1  23.4
2020 08 27  7.2  0.62 25.1  23.4
2020 08 27  7.3  0.62 25.1  23.4
2020 08 27  6.8  0.62 25.2  23.4
2020 08 27  6.3  0.69 25.1  23.4
2020 08 27  6.0  0.63 24.9  23.4
2020 08 27  5.7  0.69 24.9  23.4
2020 08 27  5.2  0.69 24.8  23.4
2020 08 27  5.6  0.62 24.7  23.4
2020 08 27  6.0  0.60 24.8  23.4
2020 08 27  6.0  0.55 24.9  23.4
2020 08 27  6.2  0.59 24.9  23.3
2020 08 27  6.1  0.53 25.0  23.3
2020 08 27  6.0  0.56 25.0  23.3
2020 08 27  5.9  0.60 25.1  23.3
2020 08 27  6.3  0.56 25.2  23.3
2020 08 27  6.2  0.77 25.3  23.3
